ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT,IOC_TAX,BREEDING_CONTINENT
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates melania,Black Storm-Petrel,Black,Storm-Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Hydrobates melania,Ocean
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates macrodactyla,Guadalupe Storm-Petrel,Guadalupe,Storm-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,NA,NA
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates markhami,Markham's Storm-Petrel,Markham's,Storm-Petrel,Person,NA,NA,"Albert Hastings Markham, colonial soldier",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Hydrobates markhami,Ocean
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates matsudairae,Matsudaira's Storm-Petrel,Matsudaira's,Storm-Petrel,Person,NA,NA,"Yorikatsu Matsudaira, viscount and ornithologist",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Hydrobates matsudairae,"Ocean,Ocean"
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates tristrami,Tristram's Storm-Petrel,Tristram's,Storm-Petrel,Person,NA,NA,"Henry Baker Tristam, traveller, antiquarian, naturalist, and buddy of Darwin",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Hydrobates tristrami,Ocean
Procellariiformes,Hydrobatidae (Northern Storm-Petrels),Hydrobates microsoma,Least Storm-Petrel,Least,Storm-Petrel,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Hydrobates microsoma,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Macronectes giganteus,Southern Giant-Petrel,Southern,Giant-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Macronectes giganteus,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Macronectes halli,Northern Giant-Petrel,Northern,Giant-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Macronectes halli,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Fulmarus glacialis,Northern Fulmar,Northern,Fulmar,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Fulmarus glacialis,"North America,Eurasia"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Fulmarus glacialoides,Southern Fulmar,Southern,Fulmar,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Fulmarus glacialoides,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Thalassoica antarctica,Antarctic Petrel,Antarctic,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Thalassoica antarctica,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Daption capense,Cape Petrel,Cape,Petrel,Geographic Location,NA,NA,Cape of Good Hope,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Daption capense,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pagodroma nivea,Snow Petrel,Snow,Petrel,Both sexes physical trait,NA,NA,white plumage,Both sexes physical trait,NA,NA,"Could be habitat too, but scientific name reference in BOW suggests 'snowy color' is the ethymology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pagodroma nivea,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Aphrodroma brevirostris,Kerguelen Petrel,Kerguelen,Petrel,Geographic Location,NA,NA,Kerguelen Islands,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Aphrodroma brevirostris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma rupinarum,Large St. Helena Petrel,Large,St. Helena Petrel,Size,Geographic Location,NA,EXTINCT,Size,Geographic Location,NA,"Extinct, known from fossils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Pseudobulweria rupinarum,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma macroptera,Great-winged Petrel,Great-winged,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma macroptera,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma gouldi,Gray-faced Petrel,Gray-faced,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma gouldi,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma neglecta,Kermadec Petrel,Kermadec,Petrel,Geographic Location,NA,NA,"Kermadec Islands, Pacific",Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma neglecta,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma magentae,Magenta Petrel,Magenta,Petrel,Random,NA,NA,"named for the warship Magenta, on which's circumnavigation the type was collected",Random,NA,NA,Named after a ship that collected first speciman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Pterodroma magentae,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma arminjoniana,Trindade Petrel,Trindade,Petrel,Geographic Location,NA,NA,"Ilha da Trindade, Brazil",Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma arminjoniana,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma heraldica,Herald Petrel,Herald,Petrel,Random,NA,NA,"HMS Herald, from which type collected",Random,NA,NA,Named after a ship that collected first speciman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Pterodroma heraldica,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma ultima,Murphy's Petrel,Murphy's,Petrel,Person,NA,NA,"Robert Cushman Murphy, naturalist on whaling ship",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma ultima,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma solandri,Providence Petrel,Providence,Petrel,Random,NA,https://www.environment.nsw.gov.au/news/meet-the-providence-petrel-a-charismatic-seabird-with-some-curious-behaviour,"called ""Birds of Providence"" because Norfolk Island colonists would have starved without the large colony of petrels nearby. subsequently extirpated from Norfolk Island.",Random,NA,NA,Possibly named after a ship; was really hard to find information on the name: https://baillielodges.com.au/blog/the-providence-petrel/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Pterodroma solandri,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma atrata,Henderson Petrel,Henderson,Petrel,Geographic Location,NA,NA,Henderson Island,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma atrata,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma madeira,Zino's Petrel,Zino's,Petrel,Person,NA,NA,"Paul Alexander Zino, ornithologist",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma madeira,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma feae,Fea's Petrel,Fea's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma feae,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma mollis,Soft-plumaged Petrel,Soft-plumaged,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma mollis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma baraui,Barau's Petrel,Barau's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma baraui,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma lessonii,White-headed Petrel,White-headed,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma lessonii,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma inexpectata,Mottled Petrel,Mottled,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma inexpectata,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma cahow,Bermuda Petrel,Bermuda,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma cahow,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma hasitata,Black-capped Petrel,Black-capped,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma hasitata,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma externa,Juan Fernandez Petrel,Juan,Fernandez Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma externa,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma incerta,Atlantic Petrel,Atlantic,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma incerta,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma phaeopygia,Galapagos Petrel,Galapagos,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma phaeopygia,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma sandwichensis,Hawaiian Petrel,Hawaiian,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma sandwichensis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma cervicalis,White-necked Petrel,White-necked,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma cervicalis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma hypoleuca,Bonin Petrel,Bonin,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma hypoleuca,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma nigripennis,Black-winged Petrel,Black-winged,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma nigripennis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma axillaris,Chatham Petrel,Chatham,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma axillaris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma cookii,Cook's Petrel,Cook's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma cookii,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma defilippiana,Masatierra Petrel,Masatierra,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma defilippiana,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma leucoptera,Gould's Petrel,Gould's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma leucoptera,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma brevipes,Collared Petrel,Collared,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pterodroma brevipes,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma longirostris,Stejneger's Petrel,Stejneger's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma longirostris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma pycrofti,Pycroft's Petrel,Pycroft's,Petrel,Person,NA,NA,NA,Person,NA,https://issuu.com/artandobject/docs/a_o_cat_49_issuu page 2,"somewhat hard to find a source, but seems unambiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pterodroma pycrofti,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma alba,Phoenix Petrel,Phoenix,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,Phoenix island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma alba,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pterodroma occulta,Vanuatu Petrel,Vanuatu,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pterodroma occulta,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Halobaena caerulea,Blue Petrel,Blue,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Halobaena caerulea,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila turtur,Fairy Prion,Fairy,Prion,General Descriptor,Size,NA,NA,Time limit,NA,NA,"found some sources that claim the name is based on the sounds, another guessing that is based on being the smallest prion. Unclear",Time limit,https://namethisbird.wordpress.com/2015/09/26/fairy-prion-pachyptila-turtur/,possibly referring to small size but no clear confirmation of this,Size,NA,small size,Miscellaneous,NA,NA,Size,Size,physical trait,Pachyptila turtur,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila vittata,Broad-billed Prion,Broad-billed,Prion,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pachyptila vittata,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila salvini,Salvin's Prion,Salvin's,Prion,Person,NA,NA,NA,Person,NA,NA,I think it is very likely that this is named for Osbert Salvin but I can't find a reliable source for it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pachyptila salvini,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila desolata,Antarctic Prion,Antarctic,Prion,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pachyptila desolata,"Ocean,Antarctica"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila belcheri,Slender-billed Prion,Slender-billed,Prion,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pachyptila belcheri,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pachyptila crassirostris,Fulmar Prion,Fulmar,Prion,General Descriptor,NA,NA,Seems to be name after a bird: Fulmar,Time limit,NA,NA,"Other Fulmars are called that because of something to do with a smelly oil, not sure if that applies here. Couldn't find a good source https://en.wikipedia.org/wiki/Fulmar",Time limit,https://en.wikipedia.org/wiki/Fulmar,"fulmar = ""foul gull"", but also the genus Fulmarus. Unclear what fulmar means in this case.",Time limit,NA,"unclear, but may be related to previously being assigned to it's own genus ""Fulmariprion""",Both sexes physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait,Pachyptila crassirostris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Bulweria bulwerii,Bulwer's Petrel,Bulwer's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Bulweria bulwerii,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Bulweria fallax,Jouanin's Petrel,Jouanin's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Bulweria fallax,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Bulweria bifax,Small St. Helena Petrel,Small,St. Helena Petrel,General Descriptor,Geographic Location,NA,NA,Geographic Location,NA,NA,Extinct. Known only from fossils,Size,NA,"just a guess, could be either size (unsure, as no data on size available) or geographic location",Size,NA,second category: St. Helena is geographic location for the island,Size,NA,NA,NA,Size,physical trait,Bulweria bifax,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria macgillivrayi,Fiji Petrel,Fiji,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pseudobulweria macgillivrayi,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria aterrima,Mascarene Petrel,Mascarene,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pseudobulweria aterrima,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria rostrata,Tahiti Petrel,Tahiti,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pseudobulweria rostrata,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pseudobulweria becki,Beck's Petrel,Beck's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Pseudobulweria becki,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria cinerea,Gray Petrel,Gray,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Procellaria cinerea,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria aequinoctialis,White-chinned Petrel,White-chinned,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Procellaria aequinoctialis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria conspicillata,Spectacled Petrel,Spectacled,Petrel,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Procellaria conspicillata,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria parkinsoni,Parkinson's Petrel,Parkinson's,Petrel,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Procellaria parkinsoni,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Procellaria westlandica,Westland Petrel,Westland,Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,petrel of the South Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Procellaria westlandica,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris leucomelas,Streaked Shearwater,Streaked,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Calonectris leucomelas,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris diomedea,Cory's Shearwater,Cory's,Shearwater,Person,NA,NA,Charles B. Cory,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Calonectris diomedea,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Calonectris edwardsii,Cape Verde Shearwater,Cape,Verde Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Calonectris edwardsii,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna creatopus,Pink-footed Shearwater,Pink-footed,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ardenna creatopus,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna carneipes,Flesh-footed Shearwater,Flesh-footed,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ardenna carneipes,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna gravis,Great Shearwater,Great,Shearwater,Size,NA,NA,NA,Size,NA,NA,"""This large shearwater is easily identified by its distinctive plumage"" BotW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Ardenna gravis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna pacifica,Wedge-tailed Shearwater,Wedge-tailed,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ardenna pacifica,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna bulleri,Buller's Shearwater,Buller's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ardenna bulleri,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna grisea,Sooty Shearwater,Sooty,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ardenna grisea,Worldwide
Procellariiformes,Procellariidae (Shearwaters and Petrels),Ardenna tenuirostris,Short-tailed Shearwater,Short-tailed,Shearwater,Random,NA,Birds of the World,"Despite its English and scientific names, the short-tailed shearwater does not actually have a shorter tail compared to other shearwaters. (Birds of the world)",Both sexes physical trait,NA,NA,"""Despite its English and scientific names, neither is this species‚Äô tail especially short in relation to other shearwaters""",Both sexes physical trait,BOTW,"NOTE: ""Despite its English and scientific names, neither is this species’ tail especially short in relation to other shearwaters, nor is the bill particularly slender.""",Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait,Ardenna tenuirostris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus nativitatis,Christmas Shearwater,Christmas,Shearwater,Geographic Location,NA,NA,Christmas islands,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus nativitatis,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus subalaris,Galapagos Shearwater,Galapagos,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus subalaris,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus puffinus,Manx Shearwater,Manx,Shearwater,Geographic Location,NA,NA,Manx = of the Isle of Man,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus puffinus,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus yelkouan,Yelkouan Shearwater,Yelkouan,Shearwater,Behavior,NA,NA,Yelkouan = wind chaser,Behavior,NA,NA,"Yelkovan, meaning wind-chaser (1), which is commonly applied to this species,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Puffinus yelkouan,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus mauretanicus,Balearic Shearwater,Balearic,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus mauretanicus,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus huttoni,Hutton's Shearwater,Hutton's,Shearwater,Person,NA,NA,NA,Person,NA,NA,https://en.wikipedia.org/wiki/Hutton%27s_shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus huttoni,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus bannermani,Bannerman's Shearwater,Bannerman's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus bannermani,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus auricularis,Townsend's Shearwater,Townsend's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus auricularis,Ocean
