TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,SCORER_ID_A,ESM_edit_A,ebird_102522,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,SCORER_ID_B,ESM_edit_B,com_name_21,com_name_22,sci_name_21,sci_name_22,CATEGORY_1_C,REFERENCE_C,COMMENT_C,SCORER_ID_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,SCORER_ID_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,SCORER_ID_E,ESM_AJS_FINAL_DECISION,DECISION,MULTIPLE_DESCRIPTORS_CHANGES
1536,Caprimulgiformes,Trochilidae (Hummingbirds),Coeligena lutetiae,Buff-winged Starfrontlet,Buff-winged,Starfrontlet,Both sexes physical trait,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Coeligena lutetiae,Coeligena lutetiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1537,Caprimulgiformes,Trochilidae (Hummingbirds),Coeligena bonapartei,Golden-bellied Starfrontlet,Golden-bellied,Starfrontlet,Both sexes physical trait,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Coeligena bonapartei,Coeligena bonapartei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1538,Caprimulgiformes,Trochilidae (Hummingbirds),Coeligena helianthea,Blue-throated Starfrontlet,Blue-throated,Starfrontlet,Male physical trait,NA,NA,NA,TM0730,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Coeligena helianthea,Coeligena helianthea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1539,Caprimulgiformes,Trochilidae (Hummingbirds),Lafresnaya lafresnayi,Mountain Velvetbreast,Mountain,Velvetbreast,Life History,NA,NA,NA,TM0730,NA,NA,Life History,Male physical trait,NA,"Only ""Velvetbreast"" species. This word is also a descriptor, referring to the black, velvet-appearance breast feathers of the male.",SAR1126,NA,1,1,Lafresnaya lafresnayi,Lafresnaya lafresnayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
1540,Caprimulgiformes,Trochilidae (Hummingbirds),Ensifera ensifera,Sword-billed Hummingbird,Sword-billed,Hummingbird,Both sexes physical trait,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Ensifera ensifera,Ensifera ensifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1541,Caprimulgiformes,Trochilidae (Hummingbirds),Pterophanes cyanopterus,Great Sapphirewing,Great,Sapphirewing,Size,Male physical trait,Sapphire on wings much more limited in females,NA,JH0921,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Pterophanes cyanopterus,Pterophanes cyanopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
1542,Caprimulgiformes,Trochilidae (Hummingbirds),Boissonneaua flavescens,Buff-tailed Coronet,Buff-tailed,Coronet,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Boissonneaua flavescens,Boissonneaua flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1543,Caprimulgiformes,Trochilidae (Hummingbirds),Boissonneaua matthewsii,Chestnut-breasted Coronet,Chestnut-breasted,Coronet,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Boissonneaua matthewsii,Boissonneaua matthewsii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1544,Caprimulgiformes,Trochilidae (Hummingbirds),Boissonneaua jardini,Velvet-purple Coronet,Velvet-purple,Coronet,Both sexes physical trait,NA,NA,Female duller,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Boissonneaua jardini,Boissonneaua jardini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1546,Caprimulgiformes,Trochilidae (Hummingbirds),Urochroa bougueri,Rufous-gaped Hillstar,Rufous-gaped,Hillstar,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Urochroa bougueri,Urochroa bougueri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1547,Caprimulgiformes,Trochilidae (Hummingbirds),Urochroa leucura,Green-backed Hillstar,Green-backed,Hillstar,Both sexes physical trait,NA,NA,NA,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Urochroa leucura,Urochroa leucura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1548,Caprimulgiformes,Trochilidae (Hummingbirds),Urosticte benjamini,Purple-bibbed Whitetip,Purple-bibbed,Whitetip,Male physical trait,NA,NA,NA,JH0921,NA,NA,Male physical trait,NA,NA,NA,KFPB0131,NA,1,1,Urosticte benjamini,Urosticte benjamini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1549,Caprimulgiformes,Trochilidae (Hummingbirds),Urosticte ruficrissa,Rufous-vented Whitetip,Rufous-vented,Whitetip,Male physical trait,NA,The Birds of Ecuador Field Guide. R.S. Ridgely and P.J. Greenfield. 2001,Feature is even hard to see on males; not mentioned in females.,JH0921,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Urosticte ruficrissa,Urosticte ruficrissa,Both sexes physical trait,NA,NA,JSP0826,Male physical trait,NA,NA,JFM92,Male physical trait,NA,NA,JH0921,Male physical trait,Male physical trait,NA
1550,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa xanthogonys,Velvet-browed Brilliant,Velvet-browed,Brilliant,Male physical trait,NA,NA,NA,JH0921,NA,NA,Male physical trait,NA,NA,NA,KFPB0131,NA,1,1,Heliodoxa xanthogonys,Heliodoxa xanthogonys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1551,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa gularis,Pink-throated Brilliant,Pink-throated,Brilliant,Both sexes physical trait,NA,NA,says more prominent on males though,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Heliodoxa gularis,Heliodoxa gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1552,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa branickii,Rufous-webbed Brilliant,Rufous-webbed,Brilliant,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,"""Webbed"" refers to remiges, possibly shafts of remiges.",SAR1126,NA,1,1,Heliodoxa branickii,Heliodoxa branickii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1553,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa schreibersii,Black-throated Brilliant,Black-throated,Brilliant,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Heliodoxa schreibersii,Heliodoxa schreibersii,Both sexes physical trait,NA,NA,JSP0826,Both sexes physical trait,NA,NA,JFM92,Both sexes physical trait,NA,NA,JH0921,NA,Both sexes physical trait,NA
1554,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa aurescens,Gould's Jewelfront,Gould's,Jewelfront,Person,NA,https://en.wikipedia.org/wiki/Gould%27s_jewelfront,on eponym list too,JAS1018,NA,NA,Person,Both sexes physical trait,NA,"Only ""jewelfront"" so this is also a descriptor. Both sexes have a golden chest patch (""jewelfront"").",SAR1126,NA,1,1,Heliodoxa aurescens,Heliodoxa aurescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
1555,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa rubinoides,Fawn-breasted Brilliant,Fawn-breasted,Brilliant,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Heliodoxa rubinoides,Heliodoxa rubinoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1556,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa jacula,Green-crowned Brilliant,Green-crowned,Brilliant,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Heliodoxa jacula,Heliodoxa jacula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1557,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa imperatrix,Empress Brilliant,Empress,Brilliant,Person,NA,https://beautyofbirds.com/empressbrillianthummingbirds/,"on eponym list too. Eugenie, Empress of the French",JAS1018,NA,NA,Person,NA,NA,"While ""empress"" may fit this hummingbird's large size, its former genus name shows that it was named after Empress Eugenie (María Eugenia Ignacia Augustina de Palafox y Kirkpatrick). Listed as a person on the Whose Bird Index.",SAR1126,NA,1,1,Heliodoxa imperatrix,Heliodoxa imperatrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
1558,Caprimulgiformes,Trochilidae (Hummingbirds),Heliodoxa leadbeateri,Violet-fronted Brilliant,Violet-fronted,Brilliant,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Heliodoxa leadbeateri,Heliodoxa leadbeateri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1559,Caprimulgiformes,Trochilidae (Hummingbirds),Clytolaema rubricauda,Brazilian Ruby,Brazilian,Ruby,Geographic Location,Male physical trait,NA,Ruby refers to male throat patch,JAS1018,NA,NA,Geographic Location,Male physical trait,NA,"""Ruby"" refers to male throat patch. ""Ruby"" is not a taxonomic group.",SAR1126,NA,1,1,Clytolaema rubricauda,Heliodoxa rubricauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
1560,Caprimulgiformes,Trochilidae (Hummingbirds),Patagona gigas,Giant Hummingbird,Giant,Hummingbird,Size,NA,NA,NA,JAS1018,NA,NA,Size,NA,NA,NA,SAR1126,NA,1,1,Patagona gigas,Patagona gigas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
1561,Caprimulgiformes,Trochilidae (Hummingbirds),Sternoclyta cyanopectus,Violet-chested Hummingbird,Violet-chested,Hummingbird,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,BotW,"Illustration shows male with trait, female without",GML0512,NA,1,1,Sternoclyta cyanopectus,Sternoclyta cyanopectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1562,Caprimulgiformes,Trochilidae (Hummingbirds),Hylonympha macrocerca,Scissor-tailed Hummingbird,Scissor-tailed,Hummingbird,Male physical trait,NA,NA,"female tail is forked as well, but much smaller",JAS1018,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Hylonympha macrocerca,Hylonympha macrocerca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1563,Caprimulgiformes,Trochilidae (Hummingbirds),Eugenes fulgens,Rivoli's Hummingbird,Rivoli's,Hummingbird,Person,NA,NA,NA,JAS1018,NA,NA,Person,NA,NA,NA,GML0512,NA,1,1,Eugenes fulgens,Eugenes fulgens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
1564,Caprimulgiformes,Trochilidae (Hummingbirds),Eugenes spectabilis,Talamanca Hummingbird,Talamanca,Hummingbird,Geographic Location,NA,NA,"Cordillera de Talamanca, Panama",JAS1018,NA,NA,Geographic Location,NA,NA,NA,GML0512,NA,1,1,Eugenes spectabilis,Eugenes spectabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
1565,Caprimulgiformes,Trochilidae (Hummingbirds),Heliomaster longirostris,Long-billed Starthroat,Long-billed,Starthroat,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,GML0512,NA,1,1,Heliomaster longirostris,Heliomaster longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1566,Caprimulgiformes,Trochilidae (Hummingbirds),Heliomaster constantii,Plain-capped Starthroat,Plain-capped,Starthroat,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,GML0512,NA,1,1,Heliomaster constantii,Heliomaster constantii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1567,Caprimulgiformes,Trochilidae (Hummingbirds),Heliomaster squamosus,Stripe-breasted Starthroat,Stripe-breasted,Starthroat,Both sexes physical trait,NA,NA,female stripe paler.,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,GML0512,NA,1,1,Heliomaster squamosus,Heliomaster squamosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1568,Caprimulgiformes,Trochilidae (Hummingbirds),Heliomaster furcifer,Blue-tufted Starthroat,Blue-tufted,Starthroat,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Heliomaster furcifer,Heliomaster furcifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1569,Caprimulgiformes,Trochilidae (Hummingbirds),Panterpe insignis,Fiery-throated Hummingbird,Fiery-throated,Hummingbird,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,GML0512,NA,1,1,Panterpe insignis,Panterpe insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1570,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis viridipallens,Green-throated Mountain-gem,Green-throated,Mountain-gem,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Lampornis viridipallens,Lampornis viridipallens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1571,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis sybillae,Green-breasted Mountain-gem,Green-breasted,Mountain-gem,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis sybillae,Lampornis sybillae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1572,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis amethystinus,Amethyst-throated Mountain-gem,Amethyst-throated,Mountain-gem,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis amethystinus,Lampornis amethystinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1573,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis clemenciae,Blue-throated Mountain-gem,Blue-throated,Mountain-gem,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis clemenciae,Lampornis clemenciae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1574,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis hemileucus,White-bellied Mountain-gem,White-bellied,Mountain-gem,Both sexes physical trait,NA,NA,NA,JAS1018,NA,NA,Both sexes physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis hemileucus,Lampornis hemileucus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1575,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis calolaemus,Purple-throated Mountain-gem,Purple-throated,Mountain-gem,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis calolaemus,Lampornis calolaemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1576,Caprimulgiformes,Trochilidae (Hummingbirds),Lampornis castaneoventris,White-throated Mountain-gem,White-throated,Mountain-gem,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Lampornis castaneoventris,Lampornis castaneoventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1577,Caprimulgiformes,Trochilidae (Hummingbirds),Lamprolaima rhami,Garnet-throated Hummingbird,Garnet-throated,Hummingbird,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Lamprolaima rhami,Lamprolaima rhami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1578,Caprimulgiformes,Trochilidae (Hummingbirds),Tilmatura dupontii,Sparkling-tailed Hummingbird,Sparkling-tailed,Hummingbird,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,"Both sexes have shining tails, but ""sparkling"" likely refers to the unusual banded pattern that is displayed when the male folds his forked tail.",SAR1126,NA,1,1,Tilmatura dupontii,Tilmatura dupontii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1579,Caprimulgiformes,Trochilidae (Hummingbirds),Calliphlox amethystina,Amethyst Woodstar,Amethyst,Woodstar,Male physical trait,NA,NA,NA,JAS1018,NA,NA,Male physical trait,NA,NA,NA,SAR1126,NA,1,1,Calliphlox amethystina,Calliphlox amethystina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1580,Caprimulgiformes,Trochilidae (Hummingbirds),Thaumastura cora,Peruvian Sheartail,Peruvian,Sheartail,Geographic Location,Male physical trait,NA,"not sure if sheartail is type of bird, but it's clearly distinctive on the male...forked tail like scissors are shears?",JAS1018,NA,NA,Geographic Location,NA,NA,NA,SAR1126,NA,1,1,Thaumastura cora,Thaumastura cora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
1581,Caprimulgiformes,Trochilidae (Hummingbirds),Myrmia micrura,Short-tailed Woodstar,Short-tailed,Woodstar,Both sexes physical trait,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,KB0812,NA,1,1,Myrmia micrura,Myrmia micrura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1582,Caprimulgiformes,Trochilidae (Hummingbirds),Myrtis fanny,Purple-collared Woodstar,Purple-collared,Woodstar,Male physical trait,NA,NA,NA,TM0730,NA,NA,Male physical trait,NA,NA,NA,KB0812,NA,1,1,Myrtis fanny,Myrtis fanny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1583,Caprimulgiformes,Trochilidae (Hummingbirds),Rhodopis vesper,Oasis Hummingbird,Oasis,Hummingbird,Life History,NA,NA,NA,TM0730,NA,NA,Geographic Location,NA,NA,NA,KB0812,NA,1,1,Rhodopis vesper,Rhodopis vesper,Natural History,NA,NA,JSP0826,Natural History,NA,NA,JFM92,Natural History,NA,This species does well in various vegetated habitats from desert oases and arid scrub to urban areas and gardens in the extremely dry coastal desert in Peru and northern Chile;,JH0921,NA,Natural History,NA
1584,Caprimulgiformes,Trochilidae (Hummingbirds),Eulidia yarrellii,Chilean Woodstar,Chilean,Woodstar,Geographic Location,NA,NA,NA,TM0730,NA,NA,Geographic Location,NA,NA,NA,KB0812,NA,1,1,Eulidia yarrellii,Eulidia yarrellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
1585,Caprimulgiformes,Trochilidae (Hummingbirds),Microstilbon burmeisteri,Slender-tailed Woodstar,Slender-tailed,Woodstar,Male physical trait,NA,NA,NA,TM0730,NA,NA,Male physical trait,NA,NA,NA,KB0812,NA,1,1,Microstilbon burmeisteri,Microstilbon burmeisteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1586,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus mulsant,White-bellied Woodstar,White-bellied,Woodstar,Both sexes physical trait,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,KB0812,NA,1,1,Chaetocercus mulsant,Chaetocercus mulsant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1587,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus bombus,Little Woodstar,Little,Woodstar,General Descriptor,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,KB0812,NA,1,1,Chaetocercus bombus,Chaetocercus bombus,Size,NA,"I am not 100% sure about the size category in this case. As the woodstars group are little in general, it could be probably in the miscellaneous category",JSP0826,Size,NA,NA,JFM92,Size,NA,NA,JH0921,NA,Size,NA
1588,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus heliodor,Gorgeted Woodstar,Gorgeted,Woodstar,Male physical trait,NA,NA,NA,TM0730,NA,NA,Male physical trait,NA,NA,NA,KB0812,NA,1,1,Chaetocercus heliodor,Chaetocercus heliodor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1589,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus astreans,Santa Marta Woodstar,Santa,Marta Woodstar,Life History,Geographic Location,NA,NA,TM0730,NA,NA,Geographic Location,NA,NA,NA,KB0812,NA,1,1,Chaetocercus astreans,Chaetocercus astreans,Geographic Location,NA,NA,JSP0826,Geographic Location,NA,NA,JFM92,Geographic Location,NA,NA,JH0921,NA,Geographic Location,NA
1590,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus berlepschi,Esmeraldas Woodstar,Esmeraldas,Woodstar,Geographic Location,NA,NA,NA,TM0730,NA,NA,Both sexes physical trait,NA,NA,NA,KB0812,NA,1,1,Chaetocercus berlepschi,Chaetocercus berlepschi,Geographic Location,NA,NA,JSP0826,Geographic Location,NA,NA,JFM92,Geographic Location,https://en.wikipedia.org/wiki/Esmeraldas_Province,NA,JH0921,NA,Geographic Location,NA
1591,Caprimulgiformes,Trochilidae (Hummingbirds),Chaetocercus jourdanii,Rufous-shafted Woodstar,Rufous-shafted,Woodstar,Both sexes physical trait,NA,NA,NA,esm10,NA,NA,Both sexes physical trait,NA,BotW,"Illustration shows both sexes with rufous shafts, more prominent in females",GML0512,NA,1,1,Chaetocercus jourdanii,Chaetocercus jourdanii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
1592,Caprimulgiformes,Trochilidae (Hummingbirds),Philodice bryantae,Magenta-throated Woodstar,Magenta-throated,Woodstar,Male physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Philodice bryantae,Philodice bryantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1593,Caprimulgiformes,Trochilidae (Hummingbirds),Philodice mitchellii,Purple-throated Woodstar,Purple-throated,Woodstar,Male physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Philodice mitchellii,Philodice mitchellii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1594,Caprimulgiformes,Trochilidae (Hummingbirds),Doricha enicura,Slender Sheartail,Slender,Sheartail,Size,NA,NA,NA,esm10,NA,NA,Size,NA,NA,NA,GML0512,NA,1,1,Doricha enicura,Doricha enicura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
1595,Caprimulgiformes,Trochilidae (Hummingbirds),Doricha eliza,Mexican Sheartail,Mexican,Sheartail,Geographic Location,NA,NA,NA,esm10,NA,NA,Geographic Location,NA,NA,NA,GML0512,NA,1,1,Doricha eliza,Doricha eliza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
1596,Caprimulgiformes,Trochilidae (Hummingbirds),Calothorax lucifer,Lucifer Hummingbird,Lucifer,Hummingbird,Male physical trait,NA,https://www.birdsandblooms.com/birding/attracting-hummingbirds/lucifer-hummingbird/,Lucifer can also mean 'light bearing' and its believed its in reference to the throat patch,esm10,NA,NA,Male physical trait,NA,https://www.birdsandblooms.com/birding/attracting-hummingbirds/lucifer-hummingbird/,Kaufman suggests the Lucifer aspect refers to the gorget on the throat,GML0512,NA,1,1,Calothorax lucifer,Calothorax lucifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1597,Caprimulgiformes,Trochilidae (Hummingbirds),Calothorax pulcher,Beautiful Hummingbird,Beautiful,Hummingbird,General Descriptor,NA,NA,NA,esm10,NA,NA,General Descriptor,NA,NA,NA,GML0512,NA,1,1,Calothorax pulcher,Calothorax pulcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
1598,Caprimulgiformes,Trochilidae (Hummingbirds),Archilochus colubris,Ruby-throated Hummingbird,Ruby-throated,Hummingbird,Male physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Archilochus colubris,Archilochus colubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
1599,Caprimulgiformes,Trochilidae (Hummingbirds),Archilochus alexandri,Black-chinned Hummingbird,Black-chinned,Hummingbird,Female physical trait,NA,NA,NA,esm10,NA,NA,Male physical trait,NA,NA,NA,GML0512,NA,1,1,Archilochus alexandri,Archilochus alexandri,Male physical trait,NA,NA,JSP0826,Male physical trait,NA,NA,JFM92,Male physical trait,NA,NA,JH0921,NA,Male physical trait,NA
