"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","Descriptor_Name","Group_Name","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","COMMENT_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila cambodiana","Chestnut-headed Partridge","Chestnut-headed","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila ardens","Hainan Partridge","Hainan","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila crudigularis","Taiwan Partridge","Taiwan","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila atrogularis","White-cheeked Partridge","White-cheeked","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila brunneopectus","Bar-backed Partridge","Bar-backed","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila davidi","Orange-necked Partridge","Orange-necked","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila hyperythra","Red-breasted Partridge","Red-breasted","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila campbelli","Malayan Partridge","Malayan","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila rolli","Roll's Partridge","Roll's","Partridge","Person",NA,NA,"Ubald Van Roll- BN4B couldn't find much on them, but appear to have owned a coffee plantation in Sumatra under Dutch colonization","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila sumatrana","Sumatran Partridge","Sumatran","Partridge","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila javanica","Chestnut-bellied Partridge","Chestnut-bellied","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Arborophila orientalis","Gray-breasted Partridge","Gray-breasted","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lerwa lerwa","Snow Partridge","Snow","Partridge","Life History",NA,NA,"named for habitat association- high alpine areas with lots of snow.","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Ithaginis cruentus","Blood Pheasant","Blood","Pheasant","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,"""blood"" up for interpretation: females are dull red while males have bits of bright red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tragopan melanocephalus","Western Tragopan","Western","Tragopan","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tragopan satyra","Satyr Tragopan","Satyr","Tragopan","Random","Male physical trait",NA,"references the horn-like protusions on breeding males- used the double catergories bc it's not a direct descriptor","Random",NA,"https://en.wikipedia.org/wiki/Satyr_tragopan#Taxonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tragopan blythii","Blyth's Tragopan","Blyth's","Tragopan","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tragopan temminckii","Temminck's Tragopan","Temminck's","Tragopan","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tragopan caboti","Cabot's Tragopan","Cabot's","Tragopan","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lophophorus impejanus","Himalayan Monal","Himalayan","Monal","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lophophorus sclateri","Sclater's Monal","Sclater's","Monal","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lophophorus lhuysii","Chinese Monal","Chinese","Monal","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Pucrasia macrolopha","Koklass Pheasant","Koklass","Pheasant","Local language",NA,NA,"https://www.wordnik.com/words/koklass","Behavior",NA,NA,"vocal behavior immitates the sound, ""kok""","Behavior","https://en.wikipedia.org/wiki/Koklass_pheasant","""Both the words koklass and pucrasia have been onomatop‚Äö√¢√†‚àö¬®ically derived from the bird's territorial call""https://en.wikipedia.org/wiki/Koklass_pheasant","Local language","https://en.wiktionary.org/wiki/koklass","Nepali ""phokras"" for the species","Behavior","https://en.wikipedia.org/wiki/Koklass_pheasant","Both the words koklass and pucrasia have been onomatop‚Äö√¢√†‚àö¬®ically derived from the bird's territorial call.[2]","Behavior",NA,"Behavior","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Meleagris gallopavo","Wild Turkey","Wild","Turkey","General Descriptor",NA,NA,NA,"General Descriptor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Meleagris ocellata","Ocellated Turkey","Ocellated","Turkey","Both sexes physical trait",NA,NA,"""ocellated"" = ""eye-like"", refers to tail plumage","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Bonasa umbellus","Ruffed Grouse","Ruffed","Grouse","Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Male physical trait","https://www.allaboutbirds.org/guide/Ruffed_Grouse/overview""Displaying males expose a rich black ruff of neck feathers, giving them their name.""","""Displaying males expose a rich black ruff of neck feathers, giving them their name.""","Both sexes physical trait",NA,"all adults have the ruff","Both sexes physical trait",NA,"Ruff smaller on female","Both sexes physical trait",NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tetrastes bonasia","Hazel Grouse","Hazel","Grouse","Life History",NA,NA,"habitat type- hazel forests","Both sexes physical trait",NA,NA,NA,"Natural History",NA,"hazel are deciduous trees","Natural History",NA,NA,"Both sexes physical trait",NA,NA,"Natural History",NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Centrocercus urophasianus","Greater Sage-Grouse","Greater","Sage-Grouse","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Centrocercus minimus","Gunnison Sage-Grouse","Gunnison","Sage-Grouse","Geographic Location",NA,NA,"Gunnison Basin, CO","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Dendragapus obscurus","Dusky Grouse","Dusky","Grouse","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Dendragapus fuliginosus","Sooty Grouse","Sooty","Grouse","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Male physical trait",NA,"A bit of a judgement call, females in my opinion have too too much white though","Male physical trait",NA,"male is the one with the signature plumage, but the BotW account kind of minimizes that in the text + illustrations- only clear in the photos","Male physical trait",NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tympanuchus phasianellus","Sharp-tailed Grouse","Sharp-tailed","Grouse","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,"both sexes have much longer central tail feathers than surrounding ones","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tympanuchus cupido","Greater Prairie-Chicken","Greater","Prairie-Chicken","Size",NA,NA,NA,"Geographic Location",NA,NA,NA,"Size",NA,NA,"Size",NA,NA,"Size",NA,NA,NA,NA,"Size","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tympanuchus pallidicinctus","Lesser Prairie-Chicken","Lesser","Prairie-Chicken","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus leucura","White-tailed Ptarmigan","White-tailed","Ptarmigan","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus lagopus","Willow Ptarmigan","Willow","Ptarmigan","Life History",NA,NA,"associated with habitat type","Both sexes physical trait",NA,NA,NA,"Natural History",NA,NA,"Natural History",NA,"habitat","Natural History",NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lagopus muta","Rock Ptarmigan","Rock","Ptarmigan","Life History",NA,NA,"associated with habitat type","Both sexes physical trait",NA,NA,NA,"Natural History",NA,NA,"Natural History",NA,"habitat","Natural History",NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Falcipennis falcipennis","Siberian Grouse","Siberian","Grouse","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Canachites canadensis","Spruce Grouse","Spruce","Grouse","Life History",NA,NA,"associated with habitat type","General Descriptor",NA,NA,NA,"Natural History",NA,NA,"Natural History",NA,"habitat","Natural History",NA,NA,NA,NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tetrao urogalloides","Black-billed Capercaillie","Black-billed","Capercaillie","Both sexes physical trait",NA,NA,"present in both sexes but more prominent in male","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tetrao urogallus","Western Capercaillie","Western","Capercaillie","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lyrurus tetrix","Black Grouse","Black","Grouse","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Lyrurus mlokosiewiczi","Caucasian Grouse","Caucasian","Grouse","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Rhizothera longirostris","Long-billed Partridge","Long-billed","Partridge","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Rhizothera dulitensis","Dulit Partridge","Dulit","Partridge","Geographic Location",NA,NA,"Mt Dulit, Borneo","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Perdix hodgsoniae","Tibetan Partridge","Tibetan","Partridge","Geographic Location",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,"Geographic Location",NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Perdix perdix","Gray Partridge","Gray","Partridge","Both sexes physical trait",NA,NA,NA,"Geographic Location",NA,NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Perdix dauurica","Daurian Partridge","Daurian","Partridge","Geographic Location",NA,NA,"Dauria = SE Siberia, from nomadic Dauuri/Daguuri people native to area","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Syrmaticus soemmerringii","Copper Pheasant","Copper","Pheasant","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Syrmaticus reevesii","Reeves's Pheasant","Reeves's","Pheasant","Person",NA,NA,"named for John Reeves, employee of the British East India Company","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Syrmaticus mikado","Mikado Pheasant","Mikado","Pheasant","Random",NA,NA,"an obsolete term for the Emperor of Japan used by English-speakers, but not actually ever in usage within Japan.","Random",NA,NA,"Japanese mikado illustrious gate, an obsolete honorific given to the Emperor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Syrmaticus ellioti","Elliot's Pheasant","Elliot's","Pheasant","Person",NA,"https://books.google.com/books?hl=en&lr=&id=du8p3nOkknMC&oi=fnd&pg=PA1&dq=harriman+expedition+looting&ots=epNC5CyDFs&sig=U01mDOShJkiAHbZo1oVEtPElVkE#v=onepage&q=looting&f=false","named for Daniel Giraud Elliot, founder of AOU. participant in 1899 Harriman Alaska Expedition, which included looting a Tlingit village.","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Chrysolophus pictus","Golden Pheasant","Golden","Pheasant","Male physical trait",NA,NA,NA,"Female physical trait",NA,NA,"could be both sexes- hard to tell","Male physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Male physical trait",NA,NA,"Male physical trait",NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Chrysolophus amherstiae","Lady Amherst's Pheasant","Lady","Amherst's Pheasant","Person",NA,"https://birdnamesforbirds.wordpress.com/historical-profiles/profiles-a-z/lady-amherst-sarah-countess-amherst/","named for the wife of a colonial governor of India","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Phasianus colchicus","Ring-necked Pheasant","Ring-necked","Pheasant","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Phasianus versicolor","Green Pheasant","Green","Pheasant","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Catreus wallichii","Cheer Pheasant","Cheer","Pheasant","Behavior",NA,NA,"Onomatopoeic for call","Life History",NA,"Cheer Pheasants - Beauty of Birdshttps://beautyofbirds.com ‚Äö√Ñö‚àö√ë‚àö‚àÇ‚Äö√†ö‚àö√´‚Äö√Ñö‚àö‚Ä†¬¨¬• cheerpheasants","Its primary name (Cheer) is derived from the Chir pine tree which can be found within their breeding territories and serves as a preferred roosting place at night.","Behavior",NA,"i belive cheer refers to the vocalization","Natural History","https://www.iucn.org/news/india/202002/re-introduction-cheer-pheasant-wild-himachal-pradesh-india","""cheer"" == Nepali ""chir"", a type of pine which is the dominant habitat of the bird. however, i can't find the original source of this claim, despite it being widespread. it could possibly be onomatopoeic, but in any case it derivers from the Nepali name for the bird.","Natural History","https://en.wikipedia.org/wiki/Cheer_pheasant; https://en.wikipedia.org/wiki/Chir","The cheer pheasant (Catreus wallichii), also known as Wallich's pheasant or chir pheasant. Chir pine (Pinus roxburghii), a species of pine tree in the Himalayas.","Natural History",NA,"Natural History","natural history"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Crossoptilon harmani","Tibetan Eared-Pheasant","Tibetan","Eared-Pheasant","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
