TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION
3549,Piciformes,Lybiidae (African Barbets),Tricholaema melanocephala,Black-throated Barbet,Both sexes physical trait
3550,Piciformes,Lybiidae (African Barbets),Lybius undatus,Banded Barbet,Both sexes physical trait
3551,Piciformes,Lybiidae (African Barbets),Lybius vieilloti,Vieillot's Barbet,Person
3552,Piciformes,Lybiidae (African Barbets),Lybius leucocephalus,White-headed Barbet,Both sexes physical trait
3553,Piciformes,Lybiidae (African Barbets),Lybius chaplini,Chaplin's Barbet,Person
3554,Piciformes,Lybiidae (African Barbets),Lybius rubrifacies,Red-faced Barbet,Both sexes physical trait
3555,Piciformes,Lybiidae (African Barbets),Lybius guifsobalito,Black-billed Barbet,Both sexes physical trait
3556,Piciformes,Lybiidae (African Barbets),Lybius torquatus,Black-collared Barbet,Both sexes physical trait
3557,Piciformes,Lybiidae (African Barbets),Lybius melanopterus,Brown-breasted Barbet,Both sexes physical trait
3558,Piciformes,Lybiidae (African Barbets),Lybius minor,Black-backed Barbet,Both sexes physical trait
3559,Piciformes,Lybiidae (African Barbets),Lybius bidentatus,Double-toothed Barbet,Both sexes physical trait
3560,Piciformes,Lybiidae (African Barbets),Lybius dubius,Bearded Barbet,Both sexes physical trait
3561,Piciformes,Lybiidae (African Barbets),Lybius rolleti,Black-breasted Barbet,Both sexes physical trait
3562,Piciformes,Megalaimidae (Asian Barbets),Caloramphus hayii,Sooty Barbet,Both sexes physical trait
3563,Piciformes,Megalaimidae (Asian Barbets),Caloramphus fuliginosus,Brown Barbet,Both sexes physical trait
3564,Piciformes,Megalaimidae (Asian Barbets),Psilopogon malabaricus,Malabar Barbet,Geographic Location
3565,Piciformes,Megalaimidae (Asian Barbets),Psilopogon rubricapillus,Crimson-fronted Barbet,Both sexes physical trait
3566,Piciformes,Megalaimidae (Asian Barbets),Psilopogon haemacephalus,Coppersmith Barbet,Behavior
3567,Piciformes,Megalaimidae (Asian Barbets),Psilopogon duvaucelii,Blue-eared Barbet,Both sexes physical trait
3568,Piciformes,Megalaimidae (Asian Barbets),Psilopogon australis,Little Barbet,Size
3569,Piciformes,Megalaimidae (Asian Barbets),Psilopogon eximius,Bornean Barbet,Geographic Location
3570,Piciformes,Megalaimidae (Asian Barbets),Psilopogon pyrolophus,Fire-tufted Barbet,Both sexes physical trait
3571,Piciformes,Megalaimidae (Asian Barbets),Psilopogon virens,Great Barbet,Size
3572,Piciformes,Megalaimidae (Asian Barbets),Psilopogon lagrandieri,Red-vented Barbet,Both sexes physical trait
3573,Piciformes,Megalaimidae (Asian Barbets),Psilopogon rafflesii,Red-crowned Barbet,Both sexes physical trait
3574,Piciformes,Megalaimidae (Asian Barbets),Psilopogon mystacophanos,Red-throated Barbet,Male physical trait
3575,Piciformes,Megalaimidae (Asian Barbets),Psilopogon javensis,Black-banded Barbet,Both sexes physical trait
3576,Piciformes,Megalaimidae (Asian Barbets),Psilopogon pulcherrimus,Golden-naped Barbet,Male physical trait
3577,Piciformes,Megalaimidae (Asian Barbets),Psilopogon henricii,Yellow-crowned Barbet,Both sexes physical trait
3578,Piciformes,Megalaimidae (Asian Barbets),Psilopogon armillaris,Flame-fronted Barbet,Both sexes physical trait
3579,Piciformes,Megalaimidae (Asian Barbets),Psilopogon faiostrictus,Green-eared Barbet,Both sexes physical trait
3580,Piciformes,Megalaimidae (Asian Barbets),Psilopogon lineatus,Lineated Barbet,Both sexes physical trait
3581,Piciformes,Megalaimidae (Asian Barbets),Psilopogon zeylanicus,Brown-headed Barbet,Both sexes physical trait
3582,Piciformes,Megalaimidae (Asian Barbets),Psilopogon viridis,White-cheeked Barbet,Both sexes physical trait
3583,Piciformes,Megalaimidae (Asian Barbets),Psilopogon flavifrons,Yellow-fronted Barbet,Both sexes physical trait
3584,Piciformes,Megalaimidae (Asian Barbets),Psilopogon franklinii,Golden-throated Barbet,Both sexes physical trait
3585,Piciformes,Megalaimidae (Asian Barbets),Psilopogon auricularis,Necklaced Barbet,Both sexes physical trait
3586,Piciformes,Megalaimidae (Asian Barbets),Psilopogon monticola,Mountain Barbet,Natural History
3587,Piciformes,Megalaimidae (Asian Barbets),Psilopogon corvinus,Brown-throated Barbet,Both sexes physical trait
3588,Piciformes,Megalaimidae (Asian Barbets),Psilopogon chrysopogon,Gold-whiskered Barbet,Both sexes physical trait
3589,Piciformes,Megalaimidae (Asian Barbets),Psilopogon incognitus,Moustached Barbet,Both sexes physical trait
3590,Piciformes,Megalaimidae (Asian Barbets),Psilopogon nuchalis,Taiwan Barbet,Geographic Location
3591,Piciformes,Megalaimidae (Asian Barbets),Psilopogon faber,Chinese Barbet,Geographic Location
3592,Piciformes,Megalaimidae (Asian Barbets),Psilopogon asiaticus,Blue-throated Barbet,Both sexes physical trait
3593,Piciformes,Megalaimidae (Asian Barbets),Psilopogon annamensis,Indochinese Barbet,Geographic Location
3594,Piciformes,Megalaimidae (Asian Barbets),Psilopogon oorti,Black-browed Barbet,Both sexes physical trait
3595,Piciformes,Megalaimidae (Asian Barbets),Psilopogon chersonesus,Turquoise-throated Barbet,Both sexes physical trait
3596,Piciformes,Capitonidae (New World Barbets),Capito aurovirens,Scarlet-crowned Barbet,Male physical trait
3597,Piciformes,Capitonidae (New World Barbets),Capito dayi,Black-girdled Barbet,Both sexes physical trait
3598,Piciformes,Capitonidae (New World Barbets),Capito maculicoronatus,Spot-crowned Barbet,Both sexes physical trait
3599,Piciformes,Capitonidae (New World Barbets),Capito squamatus,Orange-fronted Barbet,Both sexes physical trait
3600,Piciformes,Capitonidae (New World Barbets),Capito hypoleucus,White-mantled Barbet,Both sexes physical trait
3601,Piciformes,Capitonidae (New World Barbets),Capito wallacei,Scarlet-banded Barbet,Both sexes physical trait
3602,Piciformes,Capitonidae (New World Barbets),Capito quinticolor,Five-colored Barbet,Male physical trait
3603,Piciformes,Capitonidae (New World Barbets),Capito brunneipectus,Brown-chested Barbet,Both sexes physical trait
3604,Piciformes,Capitonidae (New World Barbets),Capito niger,Black-spotted Barbet,Both sexes physical trait
3605,Piciformes,Capitonidae (New World Barbets),Capito auratus,Gilded Barbet,Both sexes physical trait
3606,Piciformes,Capitonidae (New World Barbets),Eubucco richardsoni,Lemon-throated Barbet,Male physical trait
3607,Piciformes,Capitonidae (New World Barbets),Eubucco tucinkae,Scarlet-hooded Barbet,Both sexes physical trait
3608,Piciformes,Capitonidae (New World Barbets),Eubucco bourcierii,Red-headed Barbet,Male physical trait
3609,Piciformes,Capitonidae (New World Barbets),Eubucco versicolor,Versicolored Barbet,Both sexes physical trait
3610,Piciformes,Semnornithidae (Toucan-Barbets),Semnornis frantzii,Prong-billed Barbet,Both sexes physical trait
3611,Piciformes,Semnornithidae (Toucan-Barbets),Semnornis ramphastinus,Toucan Barbet,Both sexes physical trait
3612,Piciformes,Ramphastidae (Toucans),Aulacorhynchus prasinus,Northern Emerald-Toucanet,Geographic Location
3613,Piciformes,Ramphastidae (Toucans),Aulacorhynchus albivitta,Southern Emerald-Toucanet,Geographic Location
3614,Piciformes,Ramphastidae (Toucans),Aulacorhynchus sulcatus,Groove-billed Toucanet,Both sexes physical trait
3615,Piciformes,Ramphastidae (Toucans),Aulacorhynchus derbianus,Chestnut-tipped Toucanet,Both sexes physical trait
3616,Piciformes,Ramphastidae (Toucans),Aulacorhynchus whitelianus,Tepui Toucanet,Natural History
3617,Piciformes,Ramphastidae (Toucans),Aulacorhynchus haematopygus,Crimson-rumped Toucanet,Both sexes physical trait
3618,Piciformes,Ramphastidae (Toucans),Aulacorhynchus huallagae,Yellow-browed Toucanet,Both sexes physical trait
3619,Piciformes,Ramphastidae (Toucans),Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,Both sexes physical trait
3620,Piciformes,Ramphastidae (Toucans),Andigena hypoglauca,Gray-breasted Mountain-Toucan,Both sexes physical trait
3621,Piciformes,Ramphastidae (Toucans),Andigena laminirostris,Plate-billed Mountain-Toucan,Both sexes physical trait
3622,Piciformes,Ramphastidae (Toucans),Andigena cucullata,Hooded Mountain-Toucan,Both sexes physical trait
3623,Piciformes,Ramphastidae (Toucans),Andigena nigrirostris,Black-billed Mountain-Toucan,Both sexes physical trait
3624,Piciformes,Ramphastidae (Toucans),Pteroglossus bailloni,Saffron Toucanet,Both sexes physical trait
3625,Piciformes,Ramphastidae (Toucans),Pteroglossus viridis,Green Aracari,Both sexes physical trait
3626,Piciformes,Ramphastidae (Toucans),Pteroglossus inscriptus,Lettered Aracari,Both sexes physical trait
3627,Piciformes,Ramphastidae (Toucans),Pteroglossus torquatus,Collared Aracari,Both sexes physical trait
3628,Piciformes,Ramphastidae (Toucans),Pteroglossus frantzii,Fiery-billed Aracari,Both sexes physical trait
3629,Piciformes,Ramphastidae (Toucans),Pteroglossus aracari,Black-necked Aracari,Both sexes physical trait
3630,Piciformes,Ramphastidae (Toucans),Pteroglossus castanotis,Chestnut-eared Aracari,Both sexes physical trait
3631,Piciformes,Ramphastidae (Toucans),Pteroglossus pluricinctus,Many-banded Aracari,Both sexes physical trait
3632,Piciformes,Ramphastidae (Toucans),Pteroglossus azara,Ivory-billed Aracari,Both sexes physical trait
3633,Piciformes,Ramphastidae (Toucans),Pteroglossus beauharnaisii,Curl-crested Aracari,Both sexes physical trait
3634,Piciformes,Ramphastidae (Toucans),Pteroglossus bitorquatus,Red-necked Aracari,Both sexes physical trait
3635,Piciformes,Ramphastidae (Toucans),Selenidera spectabilis,Yellow-eared Toucanet,Male physical trait
3636,Piciformes,Ramphastidae (Toucans),Selenidera piperivora,Guianan Toucanet,Geographic Location
3637,Piciformes,Ramphastidae (Toucans),Selenidera reinwardtii,Golden-collared Toucanet,Both sexes physical trait
3638,Piciformes,Ramphastidae (Toucans),Selenidera nattereri,Tawny-tufted Toucanet,Both sexes physical trait
3639,Piciformes,Ramphastidae (Toucans),Selenidera gouldii,Gould's Toucanet,Person
3640,Piciformes,Ramphastidae (Toucans),Selenidera maculirostris,Spot-billed Toucanet,Both sexes physical trait
3641,Piciformes,Ramphastidae (Toucans),Ramphastos toco,Toco Toucan,Local language
3642,Piciformes,Ramphastidae (Toucans),Ramphastos ambiguus,Yellow-throated Toucan,Both sexes physical trait
3643,Piciformes,Ramphastidae (Toucans),Ramphastos tucanus,White-throated Toucan,Both sexes physical trait
3644,Piciformes,Ramphastidae (Toucans),Ramphastos sulfuratus,Keel-billed Toucan,Both sexes physical trait
3645,Piciformes,Ramphastidae (Toucans),Ramphastos brevis,Choco Toucan,Geographic Location
3646,Piciformes,Ramphastidae (Toucans),Ramphastos vitellinus,Channel-billed Toucan,Both sexes physical trait
3647,Piciformes,Ramphastidae (Toucans),Ramphastos dicolorus,Red-breasted Toucan,Both sexes physical trait
3648,Piciformes,Indicatoridae (Honeyguides),Prodotiscus insignis,Cassin's Honeyguide,Person
3649,Piciformes,Indicatoridae (Honeyguides),Prodotiscus zambesiae,Green-backed Honeyguide,Both sexes physical trait
3650,Piciformes,Indicatoridae (Honeyguides),Prodotiscus regulus,Wahlberg's Honeyguide,Person
3651,Piciformes,Indicatoridae (Honeyguides),Melignomon zenkeri,Zenker's Honeyguide,Person
3652,Piciformes,Indicatoridae (Honeyguides),Melignomon eisentrauti,Yellow-footed Honeyguide,Both sexes physical trait
3653,Piciformes,Indicatoridae (Honeyguides),Indicator pumilio,Dwarf Honeyguide,Size
3654,Piciformes,Indicatoridae (Honeyguides),Indicator willcocksi,Willcocks's Honeyguide,Person
3655,Piciformes,Indicatoridae (Honeyguides),Indicator meliphilus,Pallid Honeyguide,Both sexes physical trait
3656,Piciformes,Indicatoridae (Honeyguides),Indicator exilis,Least Honeyguide,Size
3658,Piciformes,Indicatoridae (Honeyguides),Indicator minor,Lesser Honeyguide,Size
3659,Piciformes,Indicatoridae (Honeyguides),Indicator maculatus,Spotted Honeyguide,Both sexes physical trait
3660,Piciformes,Indicatoridae (Honeyguides),Indicator variegatus,Scaly-throated Honeyguide,Both sexes physical trait
3661,Piciformes,Indicatoridae (Honeyguides),Indicator xanthonotus,Yellow-rumped Honeyguide,Both sexes physical trait
3662,Piciformes,Indicatoridae (Honeyguides),Indicator archipelagicus,Malaysian Honeyguide,Geographic Location
3663,Piciformes,Indicatoridae (Honeyguides),Indicator indicator,Greater Honeyguide,Size
3664,Piciformes,Indicatoridae (Honeyguides),Melichneutes robustus,Lyre-tailed Honeyguide,Both sexes physical trait
3665,Piciformes,Picidae (Woodpeckers),Jynx torquilla,Eurasian Wryneck,Geographic Location
3666,Piciformes,Picidae (Woodpeckers),Jynx ruficollis,Rufous-necked Wryneck,Both sexes physical trait
3667,Piciformes,Picidae (Woodpeckers),Picumnus innominatus,Speckled Piculet,Both sexes physical trait
3668,Piciformes,Picidae (Woodpeckers),Picumnus aurifrons,Bar-breasted Piculet,Both sexes physical trait
3669,Piciformes,Picidae (Woodpeckers),Picumnus pumilus,Orinoco Piculet,Geographic Location
3670,Piciformes,Picidae (Woodpeckers),Picumnus lafresnayi,Lafresnaye's Piculet,Person
3671,Piciformes,Picidae (Woodpeckers),Picumnus exilis,Golden-spangled Piculet,Both sexes physical trait
3672,Piciformes,Picidae (Woodpeckers),Picumnus sclateri,Ecuadorian Piculet,Geographic Location
3673,Piciformes,Picidae (Woodpeckers),Picumnus squamulatus,Scaled Piculet,Both sexes physical trait
3674,Piciformes,Picidae (Woodpeckers),Picumnus spilogaster,White-bellied Piculet,Both sexes physical trait
3675,Piciformes,Picidae (Woodpeckers),Picumnus minutissimus,Arrowhead Piculet,Both sexes physical trait
3676,Piciformes,Picidae (Woodpeckers),Picumnus pygmaeus,Spotted Piculet,Both sexes physical trait
3677,Piciformes,Picidae (Woodpeckers),Picumnus steindachneri,Speckle-chested Piculet,Both sexes physical trait
3678,Piciformes,Picidae (Woodpeckers),Picumnus varzeae,Varzea Piculet,Natural History
3679,Piciformes,Picidae (Woodpeckers),Picumnus cirratus,White-barred Piculet,Both sexes physical trait
3680,Piciformes,Picidae (Woodpeckers),Picumnus dorbignyanus,Ocellated Piculet,Both sexes physical trait
3681,Piciformes,Picidae (Woodpeckers),Picumnus temminckii,Ochre-collared Piculet,Both sexes physical trait
3682,Piciformes,Picidae (Woodpeckers),Picumnus albosquamatus,White-wedged Piculet,Both sexes physical trait
3683,Piciformes,Picidae (Woodpeckers),Picumnus fuscus,Rusty-necked Piculet,Both sexes physical trait
3684,Piciformes,Picidae (Woodpeckers),Picumnus rufiventris,Rufous-breasted Piculet,Both sexes physical trait
3685,Piciformes,Picidae (Woodpeckers),Picumnus limae,Ochraceous Piculet,Both sexes physical trait
3686,Piciformes,Picidae (Woodpeckers),Picumnus nebulosus,Mottled Piculet,Both sexes physical trait
3687,Piciformes,Picidae (Woodpeckers),Picumnus castelnau,Plain-breasted Piculet,Both sexes physical trait
3688,Piciformes,Picidae (Woodpeckers),Picumnus subtilis,Fine-barred Piculet,Both sexes physical trait
3689,Piciformes,Picidae (Woodpeckers),Picumnus olivaceus,Olivaceous Piculet,Both sexes physical trait
3690,Piciformes,Picidae (Woodpeckers),Picumnus granadensis,Grayish Piculet,Both sexes physical trait
3691,Piciformes,Picidae (Woodpeckers),Picumnus cinnamomeus,Chestnut Piculet,Both sexes physical trait
3692,Piciformes,Picidae (Woodpeckers),Verreauxia africana,African Piculet,Geographic Location
3693,Piciformes,Picidae (Woodpeckers),Sasia abnormis,Rufous Piculet,Both sexes physical trait
3694,Piciformes,Picidae (Woodpeckers),Sasia ochracea,White-browed Piculet,Both sexes physical trait
3695,Piciformes,Picidae (Woodpeckers),Nesoctites micromegas,Antillean Piculet,Geographic Location
3696,Piciformes,Picidae (Woodpeckers),Hemicircus concretus,Gray-and-buff Woodpecker,Both sexes physical trait
3697,Piciformes,Picidae (Woodpeckers),Hemicircus canente,Heart-spotted Woodpecker,Both sexes physical trait
3698,Piciformes,Picidae (Woodpeckers),Sphyrapicus thyroideus,Williamson's Sapsucker,Person
3699,Piciformes,Picidae (Woodpeckers),Sphyrapicus varius,Yellow-bellied Sapsucker,Both sexes physical trait
3700,Piciformes,Picidae (Woodpeckers),Sphyrapicus nuchalis,Red-naped Sapsucker,Both sexes physical trait
3701,Piciformes,Picidae (Woodpeckers),Sphyrapicus ruber,Red-breasted Sapsucker,Both sexes physical trait
3702,Piciformes,Picidae (Woodpeckers),Xiphidiopicus percussus,Cuban Green Woodpecker,Geographic Location
3703,Piciformes,Picidae (Woodpeckers),Melanerpes candidus,White Woodpecker,Both sexes physical trait
3704,Piciformes,Picidae (Woodpeckers),Melanerpes lewis,Lewis's Woodpecker,Person
3705,Piciformes,Picidae (Woodpeckers),Melanerpes herminieri,Guadeloupe Woodpecker,Geographic Location
3706,Piciformes,Picidae (Woodpeckers),Melanerpes portoricensis,Puerto Rican Woodpecker,Geographic Location
3707,Piciformes,Picidae (Woodpeckers),Melanerpes erythrocephalus,Red-headed Woodpecker,Both sexes physical trait
3708,Piciformes,Picidae (Woodpeckers),Melanerpes formicivorus,Acorn Woodpecker,Natural History
3709,Piciformes,Picidae (Woodpeckers),Melanerpes chrysauchen,Golden-naped Woodpecker,Both sexes physical trait
3710,Piciformes,Picidae (Woodpeckers),Melanerpes cruentatus,Yellow-tufted Woodpecker,Both sexes physical trait
3711,Piciformes,Picidae (Woodpeckers),Melanerpes flavifrons,Yellow-fronted Woodpecker,Both sexes physical trait
3712,Piciformes,Picidae (Woodpeckers),Melanerpes pulcher,Beautiful Woodpecker,Miscellaneous
3713,Piciformes,Picidae (Woodpeckers),Melanerpes pucherani,Black-cheeked Woodpecker,Both sexes physical trait
3714,Piciformes,Picidae (Woodpeckers),Melanerpes cactorum,White-fronted Woodpecker,Both sexes physical trait
3715,Piciformes,Picidae (Woodpeckers),Melanerpes striatus,Hispaniolan Woodpecker,Geographic Location
3716,Piciformes,Picidae (Woodpeckers),Melanerpes radiolatus,Jamaican Woodpecker,Geographic Location
3717,Piciformes,Picidae (Woodpeckers),Melanerpes chrysogenys,Golden-cheeked Woodpecker,Both sexes physical trait
3718,Piciformes,Picidae (Woodpeckers),Melanerpes hypopolius,Gray-breasted Woodpecker,Both sexes physical trait
3719,Piciformes,Picidae (Woodpeckers),Melanerpes pygmaeus,Yucatan Woodpecker,Geographic Location
3720,Piciformes,Picidae (Woodpeckers),Melanerpes rubricapillus,Red-crowned Woodpecker,Male physical trait
3721,Piciformes,Picidae (Woodpeckers),Melanerpes uropygialis,Gila Woodpecker,Geographic Location
3722,Piciformes,Picidae (Woodpeckers),Melanerpes hoffmannii,Hoffmann's Woodpecker,Person
3723,Piciformes,Picidae (Woodpeckers),Melanerpes aurifrons,Golden-fronted Woodpecker,Both sexes physical trait
3724,Piciformes,Picidae (Woodpeckers),Melanerpes carolinus,Red-bellied Woodpecker,Both sexes physical trait
3725,Piciformes,Picidae (Woodpeckers),Melanerpes superciliaris,West Indian Woodpecker,Geographic Location
3726,Piciformes,Picidae (Woodpeckers),Picoides tridactylus,Eurasian Three-toed Woodpecker,Geographic Location
