TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION
3294,Coraciiformes,Momotidae (Motmots),Momotus subrufescens,Whooping Motmot,Behavior
3295,Coraciiformes,Momotidae (Motmots),Momotus bahamensis,Trinidad Motmot,Geographic Location
3296,Coraciiformes,Momotidae (Motmots),Momotus momota,Amazonian Motmot,Geographic Location
3297,Coraciiformes,Momotidae (Motmots),Momotus aequatorialis,Andean Motmot,Geographic Location
3298,Coraciiformes,Momotidae (Motmots),Baryphthengus martii,Rufous Motmot,Both sexes physical trait
3299,Coraciiformes,Momotidae (Motmots),Baryphthengus ruficapillus,Rufous-capped Motmot,Both sexes physical trait
3300,Coraciiformes,Momotidae (Motmots),Electron carinatum,Keel-billed Motmot,Both sexes physical trait
3301,Coraciiformes,Momotidae (Motmots),Electron platyrhynchum,Broad-billed Motmot,Both sexes physical trait
3302,Coraciiformes,Momotidae (Motmots),Eumomota superciliosa,Turquoise-browed Motmot,Both sexes physical trait
3303,Coraciiformes,Alcedinidae (Kingfishers),Alcedo hercules,Blyth's Kingfisher,Person
3304,Coraciiformes,Alcedinidae (Kingfishers),Alcedo atthis,Common Kingfisher,Miscellaneous
3305,Coraciiformes,Alcedinidae (Kingfishers),Alcedo semitorquata,Half-collared Kingfisher,Both sexes physical trait
3306,Coraciiformes,Alcedinidae (Kingfishers),Alcedo quadribrachys,Shining-blue Kingfisher,Both sexes physical trait
3307,Coraciiformes,Alcedinidae (Kingfishers),Alcedo meninting,Blue-eared Kingfisher,Both sexes physical trait
3309,Coraciiformes,Alcedinidae (Kingfishers),Alcedo coerulescens,Small Blue Kingfisher,Size
3310,Coraciiformes,Alcedinidae (Kingfishers),Ceyx azureus,Azure Kingfisher,Both sexes physical trait
3311,Coraciiformes,Alcedinidae (Kingfishers),Ceyx websteri,Bismarck Kingfisher,Geographic Location
3312,Coraciiformes,Alcedinidae (Kingfishers),Ceyx cyanopectus,Indigo-banded Kingfisher,Male physical trait
3313,Coraciiformes,Alcedinidae (Kingfishers),Ceyx flumenicola,Northern Silvery-Kingfisher,Geographic Location
3314,Coraciiformes,Alcedinidae (Kingfishers),Ceyx argentatus,Southern Silvery-Kingfisher,Geographic Location
3315,Coraciiformes,Alcedinidae (Kingfishers),Ceyx pusillus,Little Kingfisher,Size
3316,Coraciiformes,Alcedinidae (Kingfishers),Ceyx erithaca,Black-backed Dwarf-Kingfisher,Both sexes physical trait
3317,Coraciiformes,Alcedinidae (Kingfishers),Ceyx rufidorsa,Rufous-backed Dwarf-Kingfisher,Both sexes physical trait
3318,Coraciiformes,Alcedinidae (Kingfishers),Ceyx melanurus,Philippine Dwarf-Kingfisher,Geographic Location
3319,Coraciiformes,Alcedinidae (Kingfishers),Ceyx fallax,Sulawesi Dwarf-Kingfisher,Geographic Location
3320,Coraciiformes,Alcedinidae (Kingfishers),Ceyx margarethae,Dimorphic Dwarf-Kingfisher,Miscellaneous
3321,Coraciiformes,Alcedinidae (Kingfishers),Ceyx wallacii,Sula Dwarf-Kingfisher,Geographic Location
3324,Coraciiformes,Alcedinidae (Kingfishers),Ceyx cajeli,Buru Dwarf-Kingfisher,Geographic Location
3325,Coraciiformes,Alcedinidae (Kingfishers),Ceyx solitarius,Papuan Dwarf-Kingfisher,Geographic Location
3326,Coraciiformes,Alcedinidae (Kingfishers),Ceyx dispar,Manus Dwarf-Kingfisher,Geographic Location
3327,Coraciiformes,Alcedinidae (Kingfishers),Ceyx mulcatus,New Ireland Dwarf-Kingfisher,Geographic Location
3328,Coraciiformes,Alcedinidae (Kingfishers),Ceyx sacerdotis,New Britain Dwarf-Kingfisher,Geographic Location
3330,Coraciiformes,Alcedinidae (Kingfishers),Ceyx collectoris,New Georgia Dwarf-Kingfisher,Geographic Location
3331,Coraciiformes,Alcedinidae (Kingfishers),Ceyx meeki,North Solomons Dwarf-Kingfisher,Geographic Location
3333,Coraciiformes,Alcedinidae (Kingfishers),Ceyx nigromaxilla,Guadalcanal Dwarf-Kingfisher,Geographic Location
3334,Coraciiformes,Alcedinidae (Kingfishers),Ceyx gentianus,Makira Dwarf-Kingfisher,Geographic Location
3335,Coraciiformes,Alcedinidae (Kingfishers),Corythornis cristatus,Malachite Kingfisher,Both sexes physical trait
3336,Coraciiformes,Alcedinidae (Kingfishers),Corythornis vintsioides,Malagasy Kingfisher,Geographic Location
3337,Coraciiformes,Alcedinidae (Kingfishers),Corythornis leucogaster,White-bellied Kingfisher,Both sexes physical trait
3338,Coraciiformes,Alcedinidae (Kingfishers),Corythornis madagascariensis,Madagascar Pygmy Kingfisher,Geographic Location
3339,Coraciiformes,Alcedinidae (Kingfishers),Ispidina picta,African Pygmy Kingfisher,Geographic Location
3340,Coraciiformes,Alcedinidae (Kingfishers),Ispidina lecontei,African Dwarf Kingfisher,Geographic Location
3341,Coraciiformes,Alcedinidae (Kingfishers),Lacedo pulchella,Banded Kingfisher,Both sexes physical trait
3342,Coraciiformes,Alcedinidae (Kingfishers),Dacelo novaeguineae,Laughing Kookaburra,Behavior
3343,Coraciiformes,Alcedinidae (Kingfishers),Dacelo leachii,Blue-winged Kookaburra,Both sexes physical trait
3344,Coraciiformes,Alcedinidae (Kingfishers),Dacelo tyro,Spangled Kookaburra,Both sexes physical trait
3345,Coraciiformes,Alcedinidae (Kingfishers),Dacelo gaudichaud,Rufous-bellied Kookaburra,Both sexes physical trait
3346,Coraciiformes,Alcedinidae (Kingfishers),Clytoceyx rex,Shovel-billed Kookaburra,Both sexes physical trait
3348,Coraciiformes,Alcedinidae (Kingfishers),Pelargopsis amauroptera,Brown-winged Kingfisher,Both sexes physical trait
3349,Coraciiformes,Alcedinidae (Kingfishers),Pelargopsis capensis,Stork-billed Kingfisher,Both sexes physical trait
3350,Coraciiformes,Alcedinidae (Kingfishers),Pelargopsis melanorhyncha,Great-billed Kingfisher,Both sexes physical trait
3351,Coraciiformes,Alcedinidae (Kingfishers),Halcyon coromanda,Ruddy Kingfisher,Both sexes physical trait
3352,Coraciiformes,Alcedinidae (Kingfishers),Halcyon badia,Chocolate-backed Kingfisher,Both sexes physical trait
3353,Coraciiformes,Alcedinidae (Kingfishers),Halcyon smyrnensis,White-throated Kingfisher,Both sexes physical trait
3354,Coraciiformes,Alcedinidae (Kingfishers),Halcyon gularis,Brown-breasted Kingfisher,Both sexes physical trait
3355,Coraciiformes,Alcedinidae (Kingfishers),Halcyon leucocephala,Gray-headed Kingfisher,Both sexes physical trait
3356,Coraciiformes,Alcedinidae (Kingfishers),Halcyon pileata,Black-capped Kingfisher,Both sexes physical trait
3357,Coraciiformes,Alcedinidae (Kingfishers),Halcyon cyanoventris,Javan Kingfisher,Geographic Location
3358,Coraciiformes,Alcedinidae (Kingfishers),Halcyon senegalensis,Woodland Kingfisher,Natural History
3359,Coraciiformes,Alcedinidae (Kingfishers),Halcyon senegaloides,Mangrove Kingfisher,Natural History
3360,Coraciiformes,Alcedinidae (Kingfishers),Halcyon malimbica,Blue-breasted Kingfisher,Both sexes physical trait
3361,Coraciiformes,Alcedinidae (Kingfishers),Halcyon albiventris,Brown-hooded Kingfisher,Both sexes physical trait
3362,Coraciiformes,Alcedinidae (Kingfishers),Halcyon chelicuti,Striped Kingfisher,Both sexes physical trait
3363,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus nigrocyaneus,Blue-black Kingfisher,Both sexes physical trait
3364,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus winchelli,Rufous-lored Kingfisher,Both sexes physical trait
3365,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus diops,Blue-and-white Kingfisher,Both sexes physical trait
3366,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus lazuli,Lazuli Kingfisher,Both sexes physical trait
3367,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus pyrrhopygius,Red-backed Kingfisher,Both sexes physical trait
3368,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus macleayii,Forest Kingfisher,Natural History
3369,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus albonotatus,New Britain Kingfisher,Geographic Location
3370,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus leucopygius,Ultramarine Kingfisher,Both sexes physical trait
3371,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus farquhari,Vanuatu Kingfisher,Geographic Location
3372,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus godeffroyi,Marquesas Kingfisher,Geographic Location
3373,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus ruficollaris,Mewing Kingfisher,Behavior
3374,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus veneratus,Society Kingfisher,Geographic Location
3377,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus tutus,Chattering Kingfisher,Behavior
3378,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus sacer,Pacific Kingfisher,Geographic Location
3379,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus pelewensis,Palau Kingfisher,Geographic Location
3380,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus cinnamominus,Guam Kingfisher,Geographic Location
3381,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus reichenbachii,Pohnpei Kingfisher,Geographic Location
3382,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus recurvirostris,Flat-billed Kingfisher,Both sexes physical trait
3383,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus colonus,Colonist Kingfisher,Miscellaneous
3384,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus sordidus,Torresian Kingfisher,Geographic Location
3385,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus sanctus,Sacred Kingfisher,Miscellaneous
3386,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus chloris,Collared Kingfisher,Both sexes physical trait
3387,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus saurophagus,Beach Kingfisher,Natural History
3388,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus albicilla,Mariana Kingfisher,Geographic Location
3389,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus tristrami,Melanesian Kingfisher,Geographic Location
3390,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus funebris,Sombre Kingfisher,Both sexes physical trait
3391,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus enigma,Talaud Kingfisher,Geographic Location
3392,Coraciiformes,Alcedinidae (Kingfishers),Todiramphus australasia,Cinnamon-banded Kingfisher,Both sexes physical trait
3393,Coraciiformes,Alcedinidae (Kingfishers),Caridonax fulgidus,White-rumped Kingfisher,Both sexes physical trait
3394,Coraciiformes,Alcedinidae (Kingfishers),Melidora macrorrhina,Hook-billed Kingfisher,Both sexes physical trait
3395,Coraciiformes,Alcedinidae (Kingfishers),Actenoides bougainvillei,Moustached Kingfisher,Both sexes physical trait
3396,Coraciiformes,Alcedinidae (Kingfishers),Actenoides concretus,Rufous-collared Kingfisher,Both sexes physical trait
3397,Coraciiformes,Alcedinidae (Kingfishers),Actenoides lindsayi,Spotted Kingfisher,Both sexes physical trait
3398,Coraciiformes,Alcedinidae (Kingfishers),Actenoides hombroni,Blue-capped Kingfisher,Male physical trait
3399,Coraciiformes,Alcedinidae (Kingfishers),Actenoides monachus,Green-backed Kingfisher,Both sexes physical trait
3400,Coraciiformes,Alcedinidae (Kingfishers),Actenoides princeps,Scaly-breasted Kingfisher,Both sexes physical trait
3401,Coraciiformes,Alcedinidae (Kingfishers),Syma torotoro,Yellow-billed Kingfisher,Both sexes physical trait
3402,Coraciiformes,Alcedinidae (Kingfishers),Syma megarhyncha,Mountain Kingfisher,Natural History
3403,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera hydrocharis,Little Paradise-Kingfisher,Size
3404,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera galatea,Common Paradise-Kingfisher,Miscellaneous
3405,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera ellioti,Kofiau Paradise-Kingfisher,Geographic Location
3406,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera riedelii,Biak Paradise-Kingfisher,Geographic Location
3407,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera carolinae,Numfor Paradise-Kingfisher,Geographic Location
3408,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera nympha,Red-breasted Paradise-Kingfisher,Both sexes physical trait
3409,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera danae,Brown-headed Paradise-Kingfisher,Both sexes physical trait
3410,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,Both sexes physical trait
3411,Coraciiformes,Alcedinidae (Kingfishers),Tanysiptera nigriceps,Black-capped Paradise-Kingfisher,Both sexes physical trait
3412,Coraciiformes,Alcedinidae (Kingfishers),Megaceryle maxima,Giant Kingfisher,Size
3413,Coraciiformes,Alcedinidae (Kingfishers),Megaceryle lugubris,Crested Kingfisher,Both sexes physical trait
3414,Coraciiformes,Alcedinidae (Kingfishers),Megaceryle torquata,Ringed Kingfisher,Both sexes physical trait
3415,Coraciiformes,Alcedinidae (Kingfishers),Megaceryle alcyon,Belted Kingfisher,Female physical trait
3416,Coraciiformes,Alcedinidae (Kingfishers),Ceryle rudis,Pied Kingfisher,Both sexes physical trait
3417,Coraciiformes,Alcedinidae (Kingfishers),Chloroceryle amazona,Amazon Kingfisher,Geographic Location
3418,Coraciiformes,Alcedinidae (Kingfishers),Chloroceryle aenea,American Pygmy Kingfisher,Geographic Location
3419,Coraciiformes,Alcedinidae (Kingfishers),Chloroceryle americana,Green Kingfisher,Both sexes physical trait
3420,Coraciiformes,Alcedinidae (Kingfishers),Chloroceryle inda,Green-and-rufous Kingfisher,Both sexes physical trait
3421,Coraciiformes,Meropidae (Bee-eaters),Nyctyornis amictus,Red-bearded Bee-eater,Both sexes physical trait
3422,Coraciiformes,Meropidae (Bee-eaters),Nyctyornis athertoni,Blue-bearded Bee-eater,Both sexes physical trait
3423,Coraciiformes,Meropidae (Bee-eaters),Meropogon forsteni,Purple-bearded Bee-eater,Both sexes physical trait
3424,Coraciiformes,Meropidae (Bee-eaters),Merops gularis,Black Bee-eater,Both sexes physical trait
3425,Coraciiformes,Meropidae (Bee-eaters),Merops mentalis,Blue-moustached Bee-eater,Both sexes physical trait
3426,Coraciiformes,Meropidae (Bee-eaters),Merops muelleri,Blue-headed Bee-eater,Both sexes physical trait
3427,Coraciiformes,Meropidae (Bee-eaters),Merops bulocki,Red-throated Bee-eater,Both sexes physical trait
3428,Coraciiformes,Meropidae (Bee-eaters),Merops bullockoides,White-fronted Bee-eater,Both sexes physical trait
3429,Coraciiformes,Meropidae (Bee-eaters),Merops pusillus,Little Bee-eater,Size
3430,Coraciiformes,Meropidae (Bee-eaters),Merops variegatus,Blue-breasted Bee-eater,Both sexes physical trait
3431,Coraciiformes,Meropidae (Bee-eaters),Merops oreobates,Cinnamon-chested Bee-eater,Both sexes physical trait
3432,Coraciiformes,Meropidae (Bee-eaters),Merops hirundineus,Swallow-tailed Bee-eater,Both sexes physical trait
3433,Coraciiformes,Meropidae (Bee-eaters),Merops breweri,Black-headed Bee-eater,Both sexes physical trait
3434,Coraciiformes,Meropidae (Bee-eaters),Merops revoilii,Somali Bee-eater,Geographic Location
3435,Coraciiformes,Meropidae (Bee-eaters),Merops albicollis,White-throated Bee-eater,Both sexes physical trait
3437,Coraciiformes,Meropidae (Bee-eaters),Merops boehmi,Böhm's Bee-eater,Person
3438,Coraciiformes,Meropidae (Bee-eaters),Merops viridis,Blue-throated Bee-eater,Both sexes physical trait
3439,Coraciiformes,Meropidae (Bee-eaters),Merops americanus,Rufous-crowned Bee-eater,Both sexes physical trait
3440,Coraciiformes,Meropidae (Bee-eaters),Merops persicus,Blue-cheeked Bee-eater,Both sexes physical trait
3441,Coraciiformes,Meropidae (Bee-eaters),Merops superciliosus,Madagascar Bee-eater,Geographic Location
3442,Coraciiformes,Meropidae (Bee-eaters),Merops philippinus,Blue-tailed Bee-eater,Both sexes physical trait
3443,Coraciiformes,Meropidae (Bee-eaters),Merops ornatus,Rainbow Bee-eater,Both sexes physical trait
3444,Coraciiformes,Meropidae (Bee-eaters),Merops apiaster,European Bee-eater,Geographic Location
3445,Coraciiformes,Meropidae (Bee-eaters),Merops leschenaulti,Chestnut-headed Bee-eater,Both sexes physical trait
3446,Coraciiformes,Meropidae (Bee-eaters),Merops malimbicus,Rosy Bee-eater,Both sexes physical trait
3447,Coraciiformes,Meropidae (Bee-eaters),Merops nubicus,Northern Carmine Bee-eater,Geographic Location
3448,Coraciiformes,Meropidae (Bee-eaters),Merops nubicoides,Southern Carmine Bee-eater,Geographic Location
3449,Coraciiformes,Coraciidae (Rollers),Coracias garrulus,European Roller,Geographic Location
3450,Coraciiformes,Coraciidae (Rollers),Coracias abyssinicus,Abyssinian Roller,Geographic Location
3451,Coraciiformes,Coraciidae (Rollers),Coracias caudatus,Lilac-breasted Roller,Both sexes physical trait
3452,Coraciiformes,Coraciidae (Rollers),Coracias spatulatus,Racket-tailed Roller,Both sexes physical trait
3453,Coraciiformes,Coraciidae (Rollers),Coracias naevius,Rufous-crowned Roller,Both sexes physical trait
3454,Coraciiformes,Coraciidae (Rollers),Coracias benghalensis,Indian Roller,Geographic Location
3455,Coraciiformes,Coraciidae (Rollers),Coracias affinis,Indochinese Roller,Geographic Location
3456,Coraciiformes,Coraciidae (Rollers),Coracias temminckii,Purple-winged Roller,Both sexes physical trait
3457,Coraciiformes,Coraciidae (Rollers),Coracias cyanogaster,Blue-bellied Roller,Both sexes physical trait
3458,Coraciiformes,Coraciidae (Rollers),Eurystomus glaucurus,Broad-billed Roller,Both sexes physical trait
3459,Coraciiformes,Coraciidae (Rollers),Eurystomus gularis,Blue-throated Roller,Both sexes physical trait
3460,Coraciiformes,Coraciidae (Rollers),Eurystomus orientalis,Dollarbird,Both sexes physical trait
3461,Coraciiformes,Coraciidae (Rollers),Eurystomus azureus,Azure Roller,Both sexes physical trait
3462,Coraciiformes,Brachypteraciidae (Ground-Rollers),Brachypteracias leptosomus,Short-legged Ground-Roller,Both sexes physical trait
3463,Coraciiformes,Brachypteraciidae (Ground-Rollers),Brachypteracias squamiger,Scaly Ground-Roller,Both sexes physical trait
3464,Coraciiformes,Brachypteraciidae (Ground-Rollers),Atelornis pittoides,Pitta-like Ground-Roller,Both sexes physical trait
3465,Coraciiformes,Brachypteraciidae (Ground-Rollers),Atelornis crossleyi,Rufous-headed Ground-Roller,Both sexes physical trait
3466,Coraciiformes,Brachypteraciidae (Ground-Rollers),Uratelornis chimaera,Long-tailed Ground-Roller,Both sexes physical trait
3467,Galbuliformes,Bucconidae (Puffbirds),Notharchus hyperrhynchus,White-necked Puffbird,Both sexes physical trait
3468,Galbuliformes,Bucconidae (Puffbirds),Notharchus macrorhynchos,Guianan Puffbird,Geographic Location
3469,Galbuliformes,Bucconidae (Puffbirds),Notharchus swainsoni,Buff-bellied Puffbird,Both sexes physical trait
3470,Galbuliformes,Bucconidae (Puffbirds),Notharchus pectoralis,Black-breasted Puffbird,Both sexes physical trait
3471,Galbuliformes,Bucconidae (Puffbirds),Notharchus ordii,Brown-banded Puffbird,Both sexes physical trait
3472,Galbuliformes,Bucconidae (Puffbirds),Notharchus tectus,Pied Puffbird,Both sexes physical trait
3473,Galbuliformes,Bucconidae (Puffbirds),Bucco macrodactylus,Chestnut-capped Puffbird,Both sexes physical trait
3474,Galbuliformes,Bucconidae (Puffbirds),Bucco tamatia,Spotted Puffbird,Both sexes physical trait
3475,Galbuliformes,Bucconidae (Puffbirds),Bucco noanamae,Sooty-capped Puffbird,Both sexes physical trait
3476,Galbuliformes,Bucconidae (Puffbirds),Bucco capensis,Collared Puffbird,Both sexes physical trait
3477,Galbuliformes,Bucconidae (Puffbirds),Nystalus radiatus,Barred Puffbird,Both sexes physical trait
3478,Galbuliformes,Bucconidae (Puffbirds),Nystalus obamai,Western Striolated-Puffbird,Geographic Location
3479,Galbuliformes,Bucconidae (Puffbirds),Nystalus striolatus,Eastern Striolated-Puffbird,Geographic Location
3480,Galbuliformes,Bucconidae (Puffbirds),Nystalus chacuru,White-eared Puffbird,Both sexes physical trait
3481,Galbuliformes,Bucconidae (Puffbirds),Nystalus maculatus,Spot-backed Puffbird,Both sexes physical trait
3482,Galbuliformes,Bucconidae (Puffbirds),Hypnelus ruficollis,Russet-throated Puffbird,Both sexes physical trait
3483,Galbuliformes,Bucconidae (Puffbirds),Malacoptila fusca,White-chested Puffbird,Both sexes physical trait
3484,Galbuliformes,Bucconidae (Puffbirds),Malacoptila semicincta,Semicollared Puffbird,Both sexes physical trait
3485,Galbuliformes,Bucconidae (Puffbirds),Malacoptila striata,Crescent-chested Puffbird,Both sexes physical trait
3486,Galbuliformes,Bucconidae (Puffbirds),Malacoptila rufa,Rufous-necked Puffbird,Both sexes physical trait
3487,Galbuliformes,Bucconidae (Puffbirds),Malacoptila panamensis,White-whiskered Puffbird,Both sexes physical trait
3488,Galbuliformes,Bucconidae (Puffbirds),Malacoptila fulvogularis,Black-streaked Puffbird,Both sexes physical trait
3489,Galbuliformes,Bucconidae (Puffbirds),Malacoptila mystacalis,Moustached Puffbird,Both sexes physical trait
3490,Galbuliformes,Bucconidae (Puffbirds),Micromonacha lanceolata,Lanceolated Monklet,Both sexes physical trait
3491,Galbuliformes,Bucconidae (Puffbirds),Nonnula rubecula,Rusty-breasted Nunlet,Both sexes physical trait
3492,Galbuliformes,Bucconidae (Puffbirds),Nonnula sclateri,Fulvous-chinned Nunlet,Both sexes physical trait
3493,Galbuliformes,Bucconidae (Puffbirds),Nonnula brunnea,Brown Nunlet,Both sexes physical trait
3494,Galbuliformes,Bucconidae (Puffbirds),Nonnula frontalis,Gray-cheeked Nunlet,Both sexes physical trait
3495,Galbuliformes,Bucconidae (Puffbirds),Nonnula ruficapilla,Rufous-capped Nunlet,Both sexes physical trait
3496,Galbuliformes,Bucconidae (Puffbirds),Nonnula amaurocephala,Chestnut-headed Nunlet,Both sexes physical trait
3497,Galbuliformes,Bucconidae (Puffbirds),Hapaloptila castanea,White-faced Nunbird,Both sexes physical trait
3498,Galbuliformes,Bucconidae (Puffbirds),Monasa atra,Black Nunbird,Both sexes physical trait
3499,Galbuliformes,Bucconidae (Puffbirds),Monasa nigrifrons,Black-fronted Nunbird,Both sexes physical trait
3500,Galbuliformes,Bucconidae (Puffbirds),Monasa morphoeus,White-fronted Nunbird,Both sexes physical trait
3501,Galbuliformes,Bucconidae (Puffbirds),Monasa flavirostris,Yellow-billed Nunbird,Both sexes physical trait
3502,Galbuliformes,Bucconidae (Puffbirds),Chelidoptera tenebrosa,Swallow-winged Puffbird,Both sexes physical trait
3503,Galbuliformes,Galbulidae (Jacamars),Galbalcyrhynchus leucotis,White-eared Jacamar,Both sexes physical trait
3504,Galbuliformes,Galbulidae (Jacamars),Galbalcyrhynchus purusianus,Purus Jacamar,Geographic Location
3505,Galbuliformes,Galbulidae (Jacamars),Brachygalba albogularis,White-throated Jacamar,Both sexes physical trait
3506,Galbuliformes,Galbulidae (Jacamars),Brachygalba lugubris,Brown Jacamar,Both sexes physical trait
3507,Galbuliformes,Galbulidae (Jacamars),Brachygalba goeringi,Pale-headed Jacamar,Both sexes physical trait
3508,Galbuliformes,Galbulidae (Jacamars),Brachygalba salmoni,Dusky-backed Jacamar,Both sexes physical trait
3509,Galbuliformes,Galbulidae (Jacamars),Jacamaralcyon tridactyla,Three-toed Jacamar,Both sexes physical trait
3510,Galbuliformes,Galbulidae (Jacamars),Galbula albirostris,Yellow-billed Jacamar,Both sexes physical trait
3511,Galbuliformes,Galbulidae (Jacamars),Galbula cyanicollis,Blue-cheeked Jacamar,Both sexes physical trait
3512,Galbuliformes,Galbulidae (Jacamars),Galbula ruficauda,Rufous-tailed Jacamar,Both sexes physical trait
3513,Galbuliformes,Galbulidae (Jacamars),Galbula galbula,Green-tailed Jacamar,Both sexes physical trait
3514,Galbuliformes,Galbulidae (Jacamars),Galbula tombacea,White-chinned Jacamar,Both sexes physical trait
3515,Galbuliformes,Galbulidae (Jacamars),Galbula cyanescens,Bluish-fronted Jacamar,Both sexes physical trait
3516,Galbuliformes,Galbulidae (Jacamars),Galbula pastazae,Coppery-chested Jacamar,Both sexes physical trait
3517,Galbuliformes,Galbulidae (Jacamars),Galbula chalcothorax,Purplish Jacamar,Both sexes physical trait
3518,Galbuliformes,Galbulidae (Jacamars),Galbula leucogastra,Bronzy Jacamar,Both sexes physical trait
3519,Galbuliformes,Galbulidae (Jacamars),Galbula dea,Paradise Jacamar,Miscellaneous
3520,Galbuliformes,Galbulidae (Jacamars),Jacamerops aureus,Great Jacamar,Size
3521,Piciformes,Lybiidae (African Barbets),Trachyphonus purpuratus,Yellow-billed Barbet,Both sexes physical trait
3522,Piciformes,Lybiidae (African Barbets),Trachyphonus vaillantii,Crested Barbet,Both sexes physical trait
3523,Piciformes,Lybiidae (African Barbets),Trachyphonus erythrocephalus,Red-and-yellow Barbet,Both sexes physical trait
3524,Piciformes,Lybiidae (African Barbets),Trachyphonus margaritatus,Yellow-breasted Barbet,Both sexes physical trait
3525,Piciformes,Lybiidae (African Barbets),Trachyphonus darnaudii,D'Arnaud's Barbet,Person
3526,Piciformes,Lybiidae (African Barbets),Gymnobucco bonapartei,Gray-throated Barbet,Both sexes physical trait
3527,Piciformes,Lybiidae (African Barbets),Gymnobucco sladeni,Sladen's Barbet,Person
3528,Piciformes,Lybiidae (African Barbets),Gymnobucco peli,Bristle-nosed Barbet,Both sexes physical trait
3529,Piciformes,Lybiidae (African Barbets),Gymnobucco calvus,Naked-faced Barbet,Both sexes physical trait
3530,Piciformes,Lybiidae (African Barbets),Stactolaema leucotis,White-eared Barbet,Both sexes physical trait
3531,Piciformes,Lybiidae (African Barbets),Stactolaema whytii,Whyte's Barbet,Person
3532,Piciformes,Lybiidae (African Barbets),Stactolaema anchietae,Anchieta's Barbet,Person
3533,Piciformes,Lybiidae (African Barbets),Stactolaema olivacea,Green Barbet,Both sexes physical trait
3534,Piciformes,Lybiidae (African Barbets),Pogoniulus scolopaceus,Speckled Tinkerbird,Both sexes physical trait
3535,Piciformes,Lybiidae (African Barbets),Pogoniulus simplex,Green Tinkerbird,Both sexes physical trait
3536,Piciformes,Lybiidae (African Barbets),Pogoniulus leucomystax,Moustached Tinkerbird,Both sexes physical trait
3537,Piciformes,Lybiidae (African Barbets),Pogoniulus coryphaea,Western Tinkerbird,Geographic Location
3538,Piciformes,Lybiidae (African Barbets),Pogoniulus atroflavus,Red-rumped Tinkerbird,Both sexes physical trait
3539,Piciformes,Lybiidae (African Barbets),Pogoniulus subsulphureus,Yellow-throated Tinkerbird,Both sexes physical trait
3540,Piciformes,Lybiidae (African Barbets),Pogoniulus bilineatus,Yellow-rumped Tinkerbird,Both sexes physical trait
3541,Piciformes,Lybiidae (African Barbets),Pogoniulus pusillus,Red-fronted Tinkerbird,Both sexes physical trait
3542,Piciformes,Lybiidae (African Barbets),Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,Both sexes physical trait
3543,Piciformes,Lybiidae (African Barbets),Buccanodon duchaillui,Yellow-spotted Barbet,Both sexes physical trait
3544,Piciformes,Lybiidae (African Barbets),Tricholaema hirsuta,Hairy-breasted Barbet,Both sexes physical trait
3545,Piciformes,Lybiidae (African Barbets),Tricholaema diademata,Red-fronted Barbet,Both sexes physical trait
3546,Piciformes,Lybiidae (African Barbets),Tricholaema frontata,Miombo Barbet,Natural History
3547,Piciformes,Lybiidae (African Barbets),Tricholaema leucomelas,Pied Barbet,Both sexes physical trait
3548,Piciformes,Lybiidae (African Barbets),Tricholaema lacrymosa,Spot-flanked Barbet,Both sexes physical trait
